sentence,label
"The first, the formal cause, is like a blueprint, or an immortal idea.",1
"He said ""It's like it was written for me.",0
Its shell is like that of Schyphoceras but is less curved and smoother.,0
"The locust-hybrids represent the reverse side of this world and portray what the world would be like if God allowed demonic powers to have free, unrestrained reign in this world.",0
"It's like The Colonel's Bequest and Boardwalk Empire are coming together, just as I always dreamed.""",0
"Raj and Madhurima come towards each other, and just as it seems like everything is just about finished, Lucky Bhai comes to attack both Madhurima and Raj with a knife, Raj evades the knife and grabs the knife from Lucky Bhai and forces Lucky Bhai to the ground.",0
"And don't quote me on this, but it's like four percent or three percent of black women are in interracial relationships; and I think that says a lot about, you know, either black women's loyalty to her black man or her guilt about stepping outside of the race.""",0
"From them Williams learned to speak Welsh and adopted the 'traditional' Welsh costume of dress, along with her brother Frederick who dressed like a 13th-century Welsh lord.",1
"They argue that since a prophet is like a father to his nation, Lot was directing the evildoers to turn away from their sins and engage in healthy relationships with the daughters of the nation, i.e.",1
"The latter won the first engagement,  and they looked like repeating the performance.",0
"Likewise, when Orlando attempts to simply say the grass is green and the sky is blue, he instead finds himself thinking ""...the sky is like the veils over which a thousand Madonnas have their hair fall; and the grass fleets and darkens like a flight of girls fleeing hairy satyrs for the woods"".",1
"Uncooked croissant dough can also be wrapped around any praline, almond paste, or chocolate before it is baked (in the last case, it becomes like pain au chocolat, which has a different, non-crescent, shape), or sliced to include sweet or savoury fillings.",1
"When Kelly produced a photograph taken in early April 2006 of a topless Kellestine-who was born in 1949 and had a scrawny build-leading him to ask: ""How many of your opponents looked like that?""",0
"Using security monitoring devices, the Sandman can enter the ""Dream Stream"" or the ""Reality Stream"" (in which he acts like the superhero he looks like), and he carries a pouch of dream dust with which he can cause anyone to sleep and dream.",1
In many respects a guard is like a firewall and guards may have similar functionality to a gateway.,1
"She said the series' lack of pandering to those unfamiliar with the world of social media is ""a smart choice that's instrumental in making it feel real""; that the show ""feels like a surprisingly coherent cross between a regular TV show and looking over someone’s shoulder at their phone on the bus "", and that it ""manages to show how we build real lives and relationships through our phone screens, as well as how we can break them"".",0
"That was a really fun emotional song for me to sing but then I just kind of wanted to dance after I released it because it felt like I got to release this feeling that I had and it's a beautiful song.""",0
"After the show Monteith was kind enough to answer the young Miller's questions about being a comedian, leaving him thinking ""Man, I'm going to work hard at this; ...seems like fun.""",1
"They also contained a ""space age"" gas station with orbiting gas pumps shaped like rockets, and a marine fuel station in the vicinity of the World's Fair Marina.",1
"He would go on to play heavily for the Indians in the postseason, although he missed a game in the World Series due to flu like symptoms.",0
It is a concept for what an operating system should look like in the context of a virtual appliance.,0
"As his second Ark trip continues, he realizes what it is like to fight his own children, or rather, extremely removed descendants, who remember him and Vahti in myths, changing him for the better, though perhaps not for the best of the world.",0
It is like the ministry to the monarch.,0
"Their size is like that of worthless and greedy domestic table dogs; squat, emaciated, shaggy, dull of eye, but endowed with feet armed with powerful claws and a mouth sharp with close-set venomous tearing teeth.",0
"Sylvain recalled Rundgren inviting Buell and their Chihuahua to the studio and putting the latter atop an expensive mixing console, while Johansen acknowledged that his recollections of the sessions have since been distorted by what he has read about them: ""It was like the 1920s, with palm tree décor and stuff.",0
"Jean Le Maingre, called ""Boucicaut"", was recognized in the line, and Nevers fell to his knees before the Sultan and indicated with intertwined fingers that they were like brothers.",1
Individual seeds are black and shaped like flattened ellipsoids.,1
"Fleming later said of Boustany, ""I don't feel like I can trust anything he says.",0
   4 a) *This is the cameli that hei likes Oscar.,0
"She states that at first she didn't enjoy her music because it sounded like 78 RPM records for her but that later on she ended appreciating her melodies and realised that she was a creator, that she was a cantaora when, at that time, most of them were men.",1
"But the Boers ""did not behave like well-bred pheasants"".",0
"Lucas states he wanted it to look like the military parades on ""May Day in Russia.""",0
"He has been an absent father to Justin; when he does spend time with him, he appears uncomfortable and seems unable to tolerate his son's mannerisms, telling his mother he needs to act like a ""normal boy.""",1
"The Nightrider's vehicle, another Pursuit Special, was a 1972 Holden HQ Monaro coupe, also tuned but deliberately damaged to look like it had been involved in crashes.",0
") While 'Thankful' I think is very Joni Mitchell from her Hejira phase, where it's like a poem which describes a season in each verse...",0
"A square seems to be a different sort of shape than a rectangle, and a rhombus does not look like other parallelograms, so these shapes are classified completely separately in the child’s mind.",0
a snowy mountain rippled like a flag.,1
"Prisoner began in early 1979 with the advertising slogan, ""If you think prison is hell for a man, imagine what it's like for a woman"".",0
"Grypoceras, given simply a Triassic, is like Domatoceras but tending to be more involute and to have more rounded ventral shoulders.",0
"Robert Christgau described Lovett's debut as ""Writes like Guy Clark, only plainer, sings like Jesse Winchester only countrier.""",0
"Vischer said, ""I would have declined partly because I knew a lot of fans would feel like it was a sellout or it was done for money.""",0
"Sometimes the Google Bus just seems like one face of Janus-headed capitalism, in that they contain the people too valuable even to use public transport or drive themselves.",0
"During the reign of Empress Wu Zetian (武則天) (about 684-704 AD), a copper instrument that looked like the Qin pipa was discovered in an ancient tomb in Sichuan (四川).",0
"(also spelled ) is the contraction of an old Lakota word, , meaning '[wants] to be like a woman'.",0
"Andy Kellman of AllMusic criticized the album, calling the album ""more suited for Radio Disney than for the Hot 97"", also targeting the song Haters, saying that it felt like it was more or so written for a teen pop girl group.",0
"The Relentless land a gig at a big music festival but the Devil says that they have to kill a supposedly mentally unstable man during their performance, though he intends to make it look like just part of the concert.",0
He resigned from the institution in 1933 saying that he had received “so dubious a welcome there” and was “treated like an outsider.” He rejoined however in 1937.,1
"The name Pulau Tikus, meaning 'Rat Island' in Malay, was said to have been derived from the islet's rocks and dunes, which looked like rats at low tide.",1
"He looks like a Bluetooth headset instead of his usual floating robotic design from the comics, but he serves the same purpose as Booster's information guide.",1
"Gervais has said in interviews that he thinks he received too much credit for writing the episode, claiming he merely sent his plot ideas, along with some written scenes, to Jean through email, and it was then the staff of the show that ""made it look like a Simpsons script.""",0
"Desperate, Steve begs Tony to call off the act, but she refuses, saying that he should experience how it is like to have his every move watched.",0
"Djawadi said: ""It all felt like a perfect fit.",0
"The chorus is catchy: ""He left me, when he walked away, this love - his love is like a hurricane"" striking is the constant change of pace from slow to fast.",1
"There are no contrastive long vowels in Sesotho, the rule being that juxtaposed vowels form separate syllables (which may sound like long vowels with undulating tones during natural fast speech).",0
"""A cowboy's hat is like the leaf of a tree, it always comes off in the fall"").",1
"For her Halloween party, Ann dressed like Raggedy Ann, the rag doll protagonist of a series of children's books written by Johnny Gruelle.",0
"In 1584, Giordano Bruno suggested that the stars were like the Sun, and may have other planets, possibly even Earth-like, in orbit around them, an idea that had been suggested earlier by the ancient Greek philosophers, Democritus and Epicurus, and by medieval Islamic cosmologists such as Fakhr al-Din al-Razi.",1
"Rating the album four stars at Louder Than the Music, Philip Aldis states, it is like an energy drink ""Open the can and stand well back.""",1
"Critical reception for the unfinished work has been positive, with The Monthly writing that it was like a ""blancmange"" in that it was ""perfectly smooth, rapidly consumed, easily digested"".",1
"Franco preferred not to appointed Oriol in Álava, sort of local fiefdom of his father, in what seemed like playing son against father in a bid to terminate the alavese ""oriolismo"".",0
"Nevertheless, because casual hook-ups and anonymous sexual encounters have been classified as more prominent in homosexuals, apps like Tinder and Bumble still maintain a broader focus on more long-term goals like dating or relationships, especially when compared to apps like Grindr.",0
"John Cavanagh of The Herald in Glasgow said in a review of the album that even though he knew each listening was the result of a ""computer triggered sequence"", it always sounded like a ""cohesive musical work, as though it was meant to be that way"".",1
"These men were assembled without arms, for the declared purpose of inspecting their necessaries, when they were immediately surrounded by four regiments of infantry, and one of cavalry, and marched like convicts on board a ship for the West Indies, from whence few, if any, ever returned.",1
"It was like Pygmalion, you know?",0
"It was like we never missed a beat.""",0
"Tru-Spinners produced a Custom 22"" Wheel known as the .357 Magnum Wheel Spinners that looked like a loaded gun cylinder with the .357 Magnum bullets that were 24 carat gold plated that spun and then would then stop on the openings which appeared to be the loaded chambers using magnets to correctly align them.",1
The straight line joining the two extremities of an arc of a circle is like the string of a bow and this line is a chord of the circle.,1
"The late winter mood of the song is like the classic ""brooding"" often used to describe Gorka's earlier work.",1
"When I tell them the way I feel, it's like they hear but they're really not listening.",0
"enjoyed the album, saying, ""Whether Miller is singing on those funk-inflected highlights, or rapping on them with a flow that's airtight to their irresistible rhythms, he sounds like a would-be chart-topper, not to mention one of the most versatile and accomplished hip-hop artists working today.""",1
"In Revenge of the Fallen, he sports a different set of alloy wheels (apparently, in the first two films are actually hubcaps made from composite to look like a set of wheel-disc brake) a custom front bumper.",0
"Ben Lindbergh of The Ringer questioned the Mandalorian's skill believed being ""the best in the parsec, but after getting dunked on repeatedly on Arvala-7, it seems like that endorsement translates to 'the most functional bounty hunter in a limited talent pool'"".",0
"Manager Martin Allen said upon signing him ""Before his injuries, it looked like he was heading for the top, and now he is fully recovered, I believe we have a player who can helps us march onwards and upwards.",0
"When Kiki is revealed to be Franco's daughter, Bibel said ""it seems like the whole stunt was convoluted way to keep Howarth and Alderson playing father and daughter.""",0
"Himan Brown got the idea from a door in the basement that ""squeaked like Hell.""",1
"A fibration is like a fiber bundle, except that the fibers need not be the same space, nor even homeomorphic; rather, they are just homotopy equivalent.",0
"Yet, the scream did not sound like Torquil, but rather more like a full grown man.",1
"The work, according to John Shawcross, is like other of his later works in that it contains ""A fusion of submission and revolution"".",0
"He feels like he's let his team-mates, the club, our fans and his family down.",0
"""It sounded like a bumblebee going by my ear.""",0
Other ornithopters do not necessarily act like birds or bats in flight.,1
"In Britain, the album received glowing praise, including a rare five-star rating, from Q magazine; David Sinclair wrote that they had finally produced a record to justify their reputation, and praising the album's mostly quiet dynamic: ""Even when the music takes off into the vast dramatic sweeps that will roll like huge breakers to the back of the stadiums of Europe this summer, there is little that could fairly be described as bluster.",1
"The Huffington Post Michael Pascua called ""Give Peace a Chance"" a ""hit and miss"" episode, criticizing the slang dialogue by saying it ""sounded like it came from an MTV drama"", but praising the installment's ""character driven development"".",0
"Its strange shape brought charges of gerrymandering by Democrats who argued it ""looms like a dragon descending on Philadelphia from the west, splitting up towns and communities throughout Montgomery and Berks Counties.""",0
The general body form is like those of other species in the genus.,0
" Johannes Brugman, Dutch priest – ""praten als Brugman"" (""to talk like Brugman"", indicating a powerful speech)",1
"Morrison described the anti-hero Linden Arden as being ""about an image of an Irish American living in San Francisco - it's really a hard man type of thing, whilst the latter was a song about what it's like when you absolutely cannot trust anybody.",0
"He then suggested that Kane would draw what looked like a cowl, to bring the nosepiece down and make him look mysterious and not show any eyeballs at all.",0
"She would later travel with her students and colleagues to different cities in South Carolina, such as Columbia and Charleston, and even to places like New York and Washington, D.C.",0
After 48 years a boy gets possessed by Kumari and he starts to behave like her.,0
"The first American use of the name ""Sur"" was by the U.S. Coast Survey in 1851, which renamed a point of land that looked like an island and was shaped like a trumpet, formerly known as ""Morro de la Trompa"" and ""Punta que Parece Isla"" during Spanish times, to Point Sur.",1
"A floor boss of level 37 that appears like a flaming Skeleton, spawning every three weeks.",1
This manifests through a clear idea of what they believe the future will look like and a drive to make this come true.,0
"Legge 1895 I:235), ""In bed, he did not lie like a corpse.""",1
Vendetta separates itself from other first person shooter games with its puzzle like elements.,0
"For those inside Brandmeyer Great Hall, the glass puts Kansas City on display; for those on the outside, the Kauffman Center becomes like a terrarium, revealing the thousands of attendees backlit against the white interior.",1
I didn't feel like I fit in at school.,0
"Realizing how much it felt like an actual arm, he used the arm for masturbation, only to get the arm stuck on his penis.",0
"A similar fake image circulated on social media after the Unite the Right rally; the doctored image, actually from a 2009 riot in Athens, was altered to make it look like someone wearing an antifa symbol attacking a member of the police with a flag.",0
This diary has been a strong source for historians to learn from and grasp what it was like to be a female loyalist.,0
However these warriors looked like nothing more than ridiculous wind-up toys.,0
"Author Kate Mosse is quoted as saying ""... it reads like a novel and it's partly because Simon is a really great writer...",0
"Kevin Thomas of the Los Angeles Times wrote, ""The idea that the Depression could create folk heroes out of gangsters was expressed with such freshness and imagination in 'Bonnie and Clyde' that it seemed like a revelation.",1
"We shall then hope that other laws will have place besides those of the sword, and that justice shall be otherwise defined than the will and pleasure of the strongest; and we shall then hope men will keep oaths again, and not have the necessity of being false and perfidious to preserve themselves, and be like their rulers.",0
"But he is of the opinion that the last song should be like a nice dessert after a meal, and the latter was too heavy for dessert.",1
"Musicians and writers, who have experienced what it is like to be a soldier as a child, have supported organizations in their efforts to end the use of child soldiers.",0
"As Mikheev later said: ""He was like this: 'Aaa!",0
"The band was enthusiastic about this name, because the project felt like something fresh for them, it additionally refers to the band members living on the West Coast, it is easier to pronounce, and because Lundgren would later also be a part of the band.",0
Boone felt like the Indians were trying to lead them into an ambush.,0
"Joshua Taylor also purchased some of her work, and wrote the following in a letter addressed to Thomas, thanking her for a painting: ""It's like having Spring well before its appointed date.""",0
Eddie (Cooper) wears a leg brace and his mother will not let him play like the other boys.,0
"It was like one of those wonderful dreams, a Peter Pan sort of dream"".",0
"Think Ray Charles on Atlantic, Sonny Rollins on Blue Note, Sam and Dave on Stax ... With arms raised, he looks like he's testifying as much as singing.""",0
"""I often say it was an experience of awe, but also, it was like a religious experience,"" he added in his 2014 interview with Kerzner.",0
"Since the structure can accommodate molecules of hydrogen so it might resemble coal without the CO2, it appears that silicon nanomaterials may behave like a metal fuel.",0
"But this story has enough action to keep the story moving despite the lengthy dialogues, and thus it translates into a visual piece that I felt I could watch like a movie in my own head.",1
"RuPaul commented that Dejesus-Anaya looked like Lady Miss Kier, with L'Etoile Magazine calling her face ""fabulous"".",0
"I write a lot of sad songs, so it's like Sad Clowns & Hillbillies – that's where it came from"".",0
"It was around that time [when] the more modern FPS with mouse and keyboard came out, as opposed to just keyboard like Wolfenstein [3D] or something."".",0
"At a young age, Logan wanted to ski like her older brothers, two of whom went on to become professional skiers.",0
"In March 2004, producer Lloyd Levin said that The Cradle of Life had earned enough internationally for Paramount to bankroll a second sequel, but any hopes of it going into production were soon quelled by Jolie's announcement that she had no desire to play Lara Croft a third time: ""I just don't feel like I need to do another one.",0
"""I've heard it said that men first begin to realize their youth is over when policemen begin to look like college boys.",1
"Despite her love for him, Jana tried to make it look like Kevin was trying to kill Colleen again, as he had years before, and accidentally trapped himself in the process.",0
"However, future excavations at the site may uncover more of the city buried beneath the Earth, and could perhaps provide archaeologists with enough information so that they might create an artistic reconstruction of what the city looked like during the height of its occupation.",0
"In season 2, she develops a relationship with another survivor named Gordon (Will Ferrell), but after Gordon dies of a heart attack, she has trouble finding closure and even dresses up a mannequin to look like Gordon, until she starts dating Todd.",0
"This version was recorded in January 1991 during the sessions for the band's third album fear but was not included because they felt it was too catchy and sounded like an obvious ""hit single"".",0
"One officer wrote that he saw: ""men who were very plucky sit down and cry like children because the could not hold out.""",1
"Yet, something's being a zebra implies that it is not a mule and, in particular, not a mule cleverly disguised by the zoo authorities to look like a zebra.",1
"Chester's system also taught how to set up an ostinato with one limb or more and playing freely with the remaining limbs, allowing one drummer to sound like a small percussion section.",0
The Te Marua Speedway]] near Wellington then looked like staging the venue but wanted the NZSCB and the New Zealand Auto Cycle Union ,0
"Although it looked like a crocodile (and probably lived like the more terrestrial crocodylomorphs), it was not closely related to these creatures, instead being an example of parallel evolution.",0
"But I've been training for a while and I actually — before I come to rehearsals — I've been working out and stuff like that so I won't have that predicament.""",0
"To comment on the story, Liz Rosenberg released the following statement: ""It's like taking out the third act of Hamlet.",0
I remember thinking I can't wait to see what the set's going to look like and how they will make it look when the spontaneous combusting takes place.,0
"The meaning may be found in the Psalms verse about the vine of Egypt: ""The boughs thereof were like goodly cedars...",1
"Reviewing the single, AllMusic wrote: ""Yo La Tengo rework the song so thoroughly that it sounds like an original.",1
"A customer from Delaware states that the cosmetics section ""looked like someone raided it"" and ""You hate to see a company self-destruct, but there are other places to go.""",0
"George Segars reported a man of that description running after Helen, who looked like she was rushing home.",0
"Aside from the concept of pitting heavily armed soldiers against aliens that looked like H. R. Giger's ""exo-skeletal nightmares"", Space Hulks Terminator View Screen was reminiscent of a sequence in the film where a marine lieutenant monitored and ordered his troops as they executed a mission in a dark, dank environment.",1
"As a dromaeosaur it would have been feathered, and had a large sickle claw on its feet like its relatives Dromaeosaurus and Deinonychus.",0
"The famous 'Charge' on trumpet and bugle sent Granby's men into history:""For we Rout'd all before us – Down precipices, over hollow ways we went like a torrent as the French general term'd it, which struck such a panick so that they [led] without firing a shot.",1
"Northings, the Highlands and Islands Art Journal, described the first convention as ""inspirational,"" and said that ""by the end of the weekend I felt like a door had been opened on a whole genre of art that I hadn’t really engaged with before.""",0
Hospital medical staff who examined the contents of the skull observed that it looked like a brain.,1
"At first glance, it seems like their rich classmates have it all, but as time goes on, they quickly learn that not everything is what it seems, leaving the Walsh siblings to appreciate what they have at home while learning about the disparity between image and reality.",0
"They take a group of tourists from Germany, Ireland, Greece, China, France, India and The Netherlands and show them what life is like in South Africa.",0
"“The students like staying here, their peer group is like any other but here, they are accepted and understood better,” said a teacher from the school.",0
"In 1829 he records: ""went out to the fire at that time a little before the bell rang for twelve and stayed at the garrison until between 1 and 2 o'clock in the night and the coldest night i ever felt in my life the hose were led from the garrison to reservoir at the market house it were so cold that the hose freeze up they formed lines in different sections passed the water with a bucket to the fire they worked like men there were a little Disturbance occurred between a fire[men] from the city and Samuel Brigs a firemen of the an a casta [Anacostia River] But that was soon settled by captain Wm Easby interfering Which at that time were Master Boat Builder of the Washington Navy yard that Wher a Hard Winter they wasn't 2 cord of Wood on the commercial Wharf they wasn't no Wood in the navy yard [ illegible] and they were not ten ton of coal in the yard they were condemn from War""",1
"Since the mints looked like miniature life preservers, he called them Life Savers.",1
"The series was similar in tone and formula to shows like The Fugitive and The Incredible Hulk, but achieved a contemporary feel by mixing a decidedly rock soundtrack with suspense-themed music.",0
"In April 1963, a U.S. Navy destroyer is on a routine patrol off Guadalcanal when sonar picks up a sound beneath the waves; the crew say that it sounds like something banging on metal.",0
"Amy Finnerty, an MTV employee and friend of the band, recalled that Cobain was initially excited when he presented ""Rape Me"" to MTV at the first rehearsal, and he ""acted like it was a gift.""",0
"Sometimes, it seems like Jon can hear him.",0
"For Fields, his work provides a ""visual definition of what it is like to be Native American in Oklahoma.""",0
"Vilma, the real incendiary, falsifies an insurance policy to look like Walter set his own factory on fire.",0
Her extreme sheer is like the that of the tug boats that they went on to build.,0
" Cartoon: ""Looks like another 'New Wave'"" (1969)",0
"Other turnouts were like these, 37% in Bubaqra, Kappara, and Madliena, 29% in Marsalforn, and 25% in Paceville.",0
"In the second inning of a 1908 game with Class B Spokane, it looked like Kreitz had hit a home run, but he was called out because he failed to touch two of the bases.",0
"BMW psychologist and researcher Bernt Spiegel has found that non-motorcyclists and novice motorcyclists usually share the fatalistic attitude described by Thompson, insofar as they think that high speed motorcycling is like a game of chicken or Russian roulette, where the rider tests his courage to see how close he can come to ""the edge"", or specifically the limit of traction while braking or cornering, without having any idea how close he is to exceeding that limit and crashing.",1
"It is now open to the public, and although most of the equipment has been removed from the site, the site itself brings back a vivid image of what it was like for soldiers at that time.",0
It makes her angry and so psycho that she creates her own world where she rules like queen.,1
Tampa Bay finally looked like they would pick up their first victory of the season as they seemingly always answered New York's touchdowns into the early part of the 4th quarter.,0
His cinematography is like a series of family photographs of a family with something wrong with it.,1
"Guitarist Steve Askew commented: ""At first...we did everything possible to make Limahl feel like part of the furniture but, you know, his lifestyle is so different from ours.",0
"Algorithms like sort, partial_sort, nth_element and all sorted containers use a binary predicate that must provide a strict weak ordering, that is, it must behave like a membership test on a transitive, non reflexive and asymmetric binary relation.",0
"In 1999, the Sharks had won the minor premiership and looked like cruising to the grand final, before the Dragons scored 24 unanswered second half points to win 24-8.",1
It was like this for generations.,0
In one a civilian pilot (Fess Parker) has been committed to a mental hospital after claiming that he was forced down by UFOs shaped like giant ants.,1
It is like the Kalpavriksha wish tree called madhu (Madhuca indica).,0
Some families condemned this as it seems like an insult to the family of the bride.,0
"The name Talpiot derives from a verse in Song of Songs 4:4: ""Thy neck is like the tower of David, built with turrets"".",1
"The Wanderer with a chimney-like body, insectoid legs and a burning head that resembles a torture device, which makes him look like a giant, disfigured candle.",1
The elevator breaks while moving up and stops at the top where Ura sees what seems like the bottom part of a space shuttle.,0
"With Lindbergh now in the White House, the Roth family begins increasingly to feel like outsiders in U.S. society.",1
"It didn't even seem like we were shooting a video,"" Dash said.",0
"When confronted by correspondent Sandra Burton about discrepancies in his personal history, Castaneda responded: ""To ask me to verify my life by giving you my statistics ... is like using science to validate sorcery.""",0
The 30th anniversary issue in September 2005 featured an article describing what life might be like in thirty years (in 2035).,0
"However, the Dumyaty people stand strong and kept resisting till the summer season came, and the flood filled the Nile river with water till the baileys were destroyed, and the dike became like an island surrounded with water.",1
"Mulaney decided that Stefon should wear an Ed Hardy shirt, under the assumption that it was made of latex and looked like something out of the Macaulay Culkin and Seth Green film, Party Monster.",0
"Later in the book, when Messy Bear wishes for everything to be like it used to be, it causes the Bears to travel back to the age of the dinosaurs; in the film, Twinkers just turns Messy Bear into Messy Cub.",0
"According to Asma and her husband, they described hearing what sounded like her sister struggling to breathe before the telephone connection ended.",0
"At the end of his latest prison sentence, he is released and promises the governor of the prison that in future he will behave like a model citizen.",1
"Orson talks to Bree about Sam and while Bree talks about trying to make Sam feel like part of the family, Sam eavesdrops from around the corner and makes a smirk that indicates a hidden agenda.",0
"When the students were questioned about who cause the blackout, Mettle lied and said it seemed like fate led them to Osborn.",0
The shipment had cleared Customs on September 29 but on October 3 an inspector decided that the knives acted like switchblades despite the fact that none of them fit within the definition set forth by the U.S. Switch Blade Knife Act of 1958.,0
"Victoria had always been a Kylie fan; as a child her mother would curl her hair so she could look like her idol, and by the time she was fifteen years old she was performing Kylie track on stage in a cabaret act.",1
"I felt like he got what I was trying to do creatively.""",0
"The word for ""crown"" (zer, ) can also be read as zar (stranger), to teach that if a person has merit, it becomes like a crown, but if a person does not have merit, then it becomes alien to that person.",1
Orchestrion is a generic name for a machine that plays music and is designed to sound like an orchestra or band.,1
"that a man should be convicted of libel when he named no names but Hate, and Envy, and Lust, and Avarice, is like one of the indictments in the Pilgrim's Progress, where Faithful is arraigned for having 'railed on our noble Prince Beelzebub, and spoken contemptibly of his honourable friends, the Lord Old Man, the Lord Carnal Delight, and the Lord Luxurious'.",0
"Former president Martín Torrijos, in a 24 April 2006 speech announcing the project, said that the canal ""is like our 'petroleum'.",1
Exceptions can be made to operate like interrupts in very simple computers.,0
He reveals to Kavya that he married Muskaan only because she looked like his dead wife Priya.,0
"Club, Josh Modell found that the album lacked focus: ""It generally just plays like a wash of ideas without much of a through-line, despite its galaxy-driven conceit.""",1
"And when she revealed it in the final breakdown scene with Gibbs (Mark Harmon), it was like a confrontation with herself, almost like a punch in the belly...I walked on the set, they had re-created a hospital and Gibbs was all dressed up in hospital clothing.",0
"Aside from being driven by magic, she seems like a normal girl.",0
"Cavalier said the film is ""about the intimacy of power and how it is like the intimacy of making a movie together, without a cast, without a classical team.""",0
"Proteus is able to reanimate and inhabit Mitchell's corpse, which does not deteriorate like other hosts.",0
"Lawless stated that after the series finale, where Gabrielle revives Xena with a mouth-to-mouth water transfer filmed to look like a full kiss, she had come to believe that Xena and Gabrielle's relationship was ""definitely gay"".",1
Reporting on China's airpocalypse has been accompanied by what seems like a monochromatic slideshow of the country's several cities smothered in thick smog.,0
"In older Serbian books, kendema most often looked like two dots (trema) or might even be replaced by a surrogate combination of aspiration and acute.",1
"But without Rinaldi's immediately recognizable voice (replaced by Bonnot's), they almost sounded like a cover band.",1
"Furthermore, he called the track ""surprisingly capable"" and wrote ""like the album as a whole, [it] at least makes it feel like Christmas"".",1
"Colin Jacobson of DVD Movie Guide wrote that the episode ""feels like nothing more than a big stunt to follow the big game.""",0
They pledged to live like the poorest of their parishioners and adopt a lifestyle free of attachment to ordinary possessions.,0
"Jacobite losses were estimated as between 1,200 and 1,500 dead, many of whom were killed during the pursuit that followed; this was a standard part of any 18th-century battle, and troops that held together, such as the French regulars, were far less vulnerable than those who scattered like the Highlanders.",1
""", and noted that ""Overcomer is like a roadmap to follow.""",1
"Art for me is like breathing, I just have to draw and paint, I have to do something creative.",1
"After the challenge, Bubbles keeps ranting to Bay Bay Bay about too many Indian chiefs on her team, and Ashley gets annoyed and knew her team would lose the challenge and tells Bubbles talking to her is like talking to a ""retarded child.""",0
"In response to fans' negativity of the album's style, Cannibal Corpse frontman George Fisher criticized the rampant backlash toward the album's use of clean vocals, saying, ""obviously, fans are the lifeblood of this music, [...] But it doesn't give you the right to talk like you know Mitch, like 'oh, Mitch is rolling in his grave, with you guys doing clean vocals.'",0
"Much of the cast were from the original London stage production, including Tim Curry, who had decided that Dr Frank N. Furter should speak like the Queen of England, extravagantly posh.",1
There was so much happy sexuality in this book that reading it was like being flirted with for a whole party by the hottest person in the room.,1
"Stastny said of the rivalry, ""It's like two camps, each representing something, you're not just playing for your team, you're playing for your half-a-million supporters and they're playing for their one or two million supporters.""",1
"Sorychta said critics and music fans always spot mistakes in their music, because of Lombardo's popularity with Slayer – expecting the band to sound like Slayer and complain.",0
"But it also has an unexpectedly rough texture which cuts into the little-girl quality so that, while she sounds like no one else, there are moments when she feels like early Stevie Wonder crossed with Michael Jackson — an extraordinary combination.",0
"In 1937, the Corn Palace in Mitchell, South Dakota added unusual minarets and Moorish domes, unusual because the polychrome decorations are made out of corn cobs of various colors assembled like mosaic tiles to create patterns.",1
"We both lost a little bit of what we started together"" and that, once the two started working together, ""It was like we were never apart.""",0
"“There was no one in media or books who looked like me, or to tell me it’s ok to not want to change my appearance, and I didn’t know whether I’d find love – love with another or love for myself.",0
It behaves like U-235 and its fission releases a similar amount of energy.,0
"In response, Perth Lord Mayor Peter Nattrass said ""Comparing Fremantle's proposed Australia Day cracker show to Lotterywest Skyworks is like comparing the City of Fremantle to the City of Perth – it's second rate.""",0
"The New York Times said ""this is a serious history, yet an immensely readable one,"" while the LA Times wrote: “This book is like a marvelous box of expensive chocolates, or rather, perfumed Turkish Delight.” And the Boston Globe: “A book of breathtaking beauty, written in an ingratiating prose.”",1
"It is programmed with three settings: beginner, expert, and cat mode in which it acts like a cat.",0
"According to Bertil Lintner, MPC lacks capacity in promoting the peace process and is like an organisation which is being paid for doing nothing.",1
It was like a dart with feathers round the shaft shot by a sling held by two thongs.,0
Even the 13-0 half time score looked like a match winner.,1
Hawkes runs out of the prison to save Tiford but he too is restrained as his own dress makes him look like another inmate.,1
"(Dirk Wittenborn, the author of the novel on which the film is based, grew up in a modest household and felt like an outsider among the super rich in an upper-crust New Jersey enclave.)",1
"And when Pink Floyd wondered what a piano would sound like through a Leslie speaker, they came up with the intro to Echoes, a piece that lasted the entire second side of the album Meddle.",0
"The album was met with both commercial success (a #10 debut on Billboard's Top Current Albums chart) and wide acclaim, with Rolling Stone declaring ""Glasper heads down the fraught path of hip-hop jazz and gets it right,"" adding that ""with music this smart and inviting, the implied diss of mainstream doesn't feel like sour grapes; it feels like a blueprint forward.""",1
Like impedance must always face like in these combinations.,0
"The Carreras Cigarette Factory was faced in Atlas White cement, coloured to look like sand.",1
"When he was weary in body and mind, there came like a thunderbolt the article by Mark Twain in the North American Review.",1
Mont kyo lein (မုန့်ကြိုးလိမ်) - pretzel-like snack made of rice and bean flour,0
"In the interview, Hussein states that Iraq withdrawing from Kuwait would be like the U.S. withdrawing from Hawaii.",1
"Bahudaka, states the text, is the monk who is like Kutichaka but eats only eight mouthfuls a day begged in the manner of a bee (randomly from different houses).",0
"Cauty emphasised to the BBC in 2018 that the People’s Pyramid project, inspired by his brother's death, is serious: ""It's easy to make it sound like a joke"", he said, ""but it isn't a joke, it's deadly serious and it's a long-term project.""",1
"In a positive review of the album Opa Hey!, music critic Tim Cumming of The Independent wrote, ""What you hear feels like a dislocated dream ride through the pungent soundscape of night-time Sofia.""",0
"Obukhov intended the performer to be like a priestess performing a religious rite, and no public performance is known to have taken place in which the performer was male.",1
